month,country-births,country-pct
1,941370,0.08015265420682019
2,886150,0.0754509645786181
3,995978,0.08480223528644461
4,983363,0.08372813505718402
5,1029538,0.08765969098949536
6,1001064,0.08523528116563758
7,1042392,0.08875414079900115
8,1024021,0.08718994775011124
9,1019490,0.0868041571723245
10,982729,0.08367415332548753
11,918434,0.07819977566077813
12,920185,0.0783488640080976
