tconst,title_type,primary_title,original_title,is_adult,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt0020356,movie,Sailor's Holiday,Sailor's Holiday,0,1929,58,Comedy,sailors holiday,5.4,56
tt0020823,movie,The Devil's Holiday,The Devil's Holiday,0,1930,80,"Drama,Romance",the devils holiday,6.0,246
tt0020985,movie,Holiday,Holiday,0,1930,91,"Comedy,Drama",holiday,6.3,646
tt0021268,movie,Holiday of St. Jorgen,Prazdnik svyatogo Yorgena,0,1930,83,Comedy,holiday of st jorgen,7.3,258
tt0021377,movie,Sin Takes a Holiday,Sin Takes a Holiday,0,1930,81,"Comedy,Romance",sin takes a holiday,6.1,745
tt0021381,movie,Sinners' Holiday,Sinners' Holiday,0,1930,60,"Adventure,Crime,Romance",sinners holiday,6.3,690
tt0023039,movie,Husband's Holiday,Husband's Holiday,0,1931,70,Drama,husbands holiday,6.5,29
tt0024869,movie,Beggar's Holiday,Beggar's Holiday,0,1934,60,"Crime,Drama,Romance",beggars holiday,5.6,15
tt0025006,movie,Cowboy Holiday,Cowboy Holiday,0,1934,56,Western,cowboy holiday,4.9,74
tt0025037,movie,Death Takes a Holiday,Death Takes a Holiday,0,1934,79,"Drama,Fantasy,Romance",death takes a holiday,6.9,2372
tt0027456,movie,College Holiday,College Holiday,0,1936,86,"Comedy,Musical,Romance",college holiday,5.7,193
tt0027923,movie,Mad Holiday,Mad Holiday,0,1936,71,"Comedy,Mystery,Romance",mad holiday,6.0,222
tt0028310,movie,Stolen Holiday,Stolen Holiday,0,1937,80,"Drama,Romance",stolen holiday,6.3,618
tt0028576,movie,Angel's Holiday,Angel's Holiday,0,1937,76,"Comedy,Crime,Mystery",angels holiday,6.5,34
tt0028763,movie,Dangerous Holiday,Dangerous Holiday,0,1937,58,Drama,dangerous holiday,5.8,58
tt0028843,movie,Every Day's a Holiday,Every Day's a Holiday,0,1937,79,"Comedy,Musical",every days a holiday,6.2,476
tt0029894,movie,Bank Holiday,Bank Holiday,0,1938,86,"Comedy,Drama",bank holiday,6.4,538
tt0029992,movie,A Christmas Carol,A Christmas Carol,0,1938,69,"Drama,Family,Fantasy",a christmas carol,7.5,8702
tt0030027,movie,Crime Takes a Holiday,Crime Takes a Holiday,0,1938,59,"Action,Crime,Drama",crime takes a holiday,6.4,26
tt0030241,movie,Holiday,Holiday,0,1938,95,"Comedy,Romance",holiday,7.7,17864
tt0030897,movie,Tropic Holiday,Tropic Holiday,0,1938,78,"Comedy,Music,Romance",tropic holiday,5.5,106
tt0031490,movie,Inspector Hornleigh on Holiday,Inspector Hornleigh on Holiday,0,1939,90,"Comedy,Crime,Drama",inspector hornleigh on holiday,6.8,234
tt0032338,movie,Christmas in July,Christmas in July,0,1940,67,"Comedy,Drama,Romance",christmas in july,7.4,4215
tt0034862,movie,Holiday Inn,Holiday Inn,0,1942,100,"Comedy,Drama,Music",holiday inn,7.3,17486
tt0036014,movie,Hoosier Holiday,Hoosier Holiday,0,1943,65,"Comedy,Music,Romance",hoosier holiday,6.7,18
tt0036711,movie,Christmas Holiday,Christmas Holiday,0,1944,93,"Crime,Drama,Film-Noir",christmas holiday,6.5,1628
tt0036988,movie,Knickerbocker Holiday,Knickerbocker Holiday,0,1944,85,"Comedy,History,Musical",knickerbocker holiday,5.3,197
tt0037242,movie,Sailor's Holiday,Sailor's Holiday,0,1944,60,"Comedy,Romance,War",sailors holiday,5.8,22
tt0037595,movie,Christmas in Connecticut,Christmas in Connecticut,0,1945,101,"Comedy,Romance",christmas in connecticut,7.3,11906
tt0038125,movie,Strange Holiday,Strange Holiday,0,1945,61,"Drama,Thriller",strange holiday,5.4,240
tt0038606,movie,Holiday in Mexico,Holiday in Mexico,0,1946,128,"Comedy,Musical,Romance",holiday in mexico,6.1,493
tt0038833,movie,Perilous Holiday,Perilous Holiday,0,1946,89,"Crime,Drama",perilous holiday,6.0,33
tt0039203,movie,Blondie's Holiday,Blondie's Holiday,0,1947,67,"Comedy,Family",blondies holiday,6.5,196
tt0039231,movie,Bush Christmas,Bush Christmas,0,1947,80,"Action,Adventure,Comedy",bush christmas,6.2,519
tt0039266,movie,Christmas Eve,Christmas Eve,0,1947,90,"Comedy,Drama",christmas eve,5.7,823
tt0039473,movie,Hoppy's Holiday,Hoppy's Holiday,0,1947,60,Western,hoppys holiday,6.5,150
tt0039562,movie,A Christmas Carol,Leyenda de Navidad,0,1947,80,"Drama,Fantasy",a christmas carol,5.5,33
tt0040443,movie,Holiday Camp,Holiday Camp,0,1947,93,"Adventure,Comedy,Crime",holiday camp,6.6,542
tt0040848,movie,Summer Holiday,Summer Holiday,0,1948,93,Musical,summer holiday,5.8,638
tt0041099,movie,Holidays in Hell,Agaza fel gahannam,0,1949,,,holidays in hell,5.8,20
tt0041473,movie,Holiday Affair,Holiday Affair,0,1949,87,"Comedy,Drama,Family",holiday affair,7.1,6964
tt0041475,movie,Holiday in Havana,Holiday in Havana,0,1949,73,"Comedy,Musical",holiday in havana,5.9,125
tt0041528,movie,Johnny Holiday,Johnny Holiday,0,1949,92,"Crime,Drama,Film-Noir",johnny holiday,7.3,104
tt0042568,movie,Holiday Rhythm,Holiday Rhythm,0,1950,60,Musical,holiday rhythm,6.5,35
tt0042665,movie,Last Holiday,Last Holiday,0,1950,88,"Drama,Romance",last holiday,7.3,2079
tt0044008,movie,A Christmas Carol,Scrooge,0,1951,86,"Drama,Family,Fantasy",a christmas carol,8.1,25549
tt0044708,movie,Holiday Week,Hindle Wakes,0,1952,82,"Drama,Romance",holiday week,6.1,207
tt0044715,movie,Holiday for Sinners,Holiday for Sinners,0,1952,72,Drama,holiday for sinners,5.9,184
tt0046250,movie,Roman Holiday,Roman Holiday,0,1953,118,"Comedy,Romance",roman holiday,8.0,145867
tt0046487,movie,Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,0,1953,114,Comedy,monsieur hulots holiday,7.3,19957
tt0047673,movie,White Christmas,White Christmas,0,1954,120,"Comedy,Musical,Romance",white christmas,7.6,50732
tt0047939,movie,Cinerama Holiday,Cinerama Holiday,0,1955,119,Documentary,cinerama holiday,7.3,142
tt0048104,movie,Holiday for Henrietta,La fête à Henriette,0,1952,118,Comedy,holiday for henrietta,7.4,391
tt0051147,movie,Holiday Island,Vacanze a Ischia,0,1957,105,"Comedy,Romance",holiday island,6.1,70
tt0051493,movie,Country Music Holiday,Country Music Holiday,0,1958,81,"Music,Romance",country music holiday,5.9,82
tt0052047,movie,Paris Holiday,Paris Holiday,0,1958,103,"Action,Comedy,Romance",paris holiday,5.7,514
tt0052284,movie,"At That Time, at Christmas...",Tenkrát o vánocích,0,1958,85,"Drama,War",at that time at christmas,6.5,20
tt0052897,movie,Holiday for Lovers,Holiday for Lovers,0,1959,103,Comedy,holiday for lovers,5.6,427
tt0054271,movie,Holiday in Spain,Scent of Mystery,0,1960,125,"Adventure,Crime,Mystery",holiday in spain,5.5,404
tt0056334,movie,Passion Holiday,Passion Holiday,0,1963,75,"Comedy,Drama",passion holiday,6.1,12
tt0057541,movie,Summer Holiday,Summer Holiday,0,1963,107,"Comedy,Musical,Romance",summer holiday,6.1,1820
tt0057637,movie,The Night Before Christmas,Vechera na khutore bliz Dikanki,0,1961,68,"Comedy,Fantasy,Romance",the night before christmas,7.5,2000
tt0057916,tvMovie,Carol for Another Christmas,Carol for Another Christmas,0,1964,84,"Drama,Fantasy",carol for another christmas,6.5,1408
tt0058197,movie,Holiday in St. Tropez,Holiday in St. Tropez,0,1964,96,Comedy,holiday in st tropez,5.7,37
tt0059004,movie,Every Day Is a Holiday,Cabriola,0,1965,90,"Comedy,Drama,Musical",every day is a holiday,5.3,71
tt0059026,tvMovie,A Charlie Brown Christmas,A Charlie Brown Christmas,0,1965,25,"Animation,Comedy,Drama",a charlie brown christmas,8.3,43660
tt0059032,movie,The Christmas That Almost Wasn't,Il Natale che quasi non fu,0,1966,94,"Family,Fantasy",the christmas that almost wasnt,3.5,930
tt0060236,movie,The Christmas Tree,The Christmas Tree,0,1966,59,Family,the christmas tree,6.4,177
tt0060345,tvMovie,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,0,1966,26,"Animation,Comedy,Family",how the grinch stole christmas,8.3,58437
tt0061844,movie,The Christmas Kid,The Christmas Kid,0,1967,85,"Drama,Western",the christmas kid,5.4,66
tt0064037,movie,The Christmas Tree,L'arbre de Noël,0,1969,110,Drama,the christmas tree,6.3,733
tt0065040,movie,Strange Holiday,Strange Holiday,0,1970,75,"Adventure,Family",strange holiday,4.4,85
tt0066975,tvMovie,Death Takes a Holiday,Death Takes a Holiday,0,1971,73,"Drama,Fantasy,Romance",death takes a holiday,7.2,292
tt0067209,tvMovie,The Homecoming: A Christmas Story,The Homecoming: A Christmas Story,0,1971,100,"Drama,Family",the homecoming a christmas story,8.3,2098
tt0067400,movie,The Christmas Martian,Le martien de Noël,0,1971,65,"Family,Sci-Fi",the christmas martian,4.6,220
tt0068683,movie,Main Thing Holidays,Hauptsache Ferien,0,1972,103,Comedy,main thing holidays,4.8,90
tt0068708,tvMovie,Home for the Holidays,Home for the Holidays,0,1972,73,"Drama,Horror,Mystery",home for the holidays,6.2,1310
tt0068720,tvMovie,The House Without a Christmas Tree,The House Without a Christmas Tree,0,1972,75,"Drama,Family",the house without a christmas tree,8.0,904
tt0070004,tvMovie,A Dream for Christmas,A Dream for Christmas,0,1973,100,Drama,a dream for christmas,6.7,113
tt0071222,movie,Black Christmas,Black Christmas,0,1974,98,"Horror,Mystery,Thriller",black christmas,7.1,47634
tt0071613,movie,Holiday on the Buses,Holiday on the Buses,0,1973,87,Comedy,holiday on the buses,5.8,2036
tt0073751,tvMovie,The First Christmas: The Story of the First Christmas Snow,The First Christmas: The Story of the First Christmas Snow,0,1975,22,"Animation,Family,Fantasy",the first christmas the story of the first christmas snow,6.8,618
tt0074813,movie,Olympian Holiday,Loma,0,1976,113,"Comedy,Romance",olympian holiday,6.5,415
tt0075128,movie,Journey to the Christmas Star,Reisen til julestjernen,0,1976,92,"Adventure,Family,Fantasy",journey to the christmas star,6.5,1414
tt0075449,tvMovie,Young Pioneers' Christmas,Young Pioneers' Christmas,0,1976,100,"Drama,Western",young pioneers christmas,7.0,87
tt0075846,tvMovie,"Christmas Miracle in Caufield, U.S.A.","Christmas Miracle in Caufield, U.S.A.",0,1977,97,Drama,christmas miracle in caufield usa,5.8,173
tt0075875,movie,Confessions from a Holiday Camp,Confessions from a Holiday Camp,0,1977,88,Comedy,confessions from a holiday camp,4.2,1041
tt0075988,tvMovie,Emmet Otter's Jug-Band Christmas,Emmet Otter's Jug-Band Christmas,0,1977,48,"Comedy,Drama,Family",emmet otters jugband christmas,8.2,4722
tt0076213,tvMovie,It Happened One Christmas,It Happened One Christmas,0,1977,109,"Comedy,Fantasy",it happened one christmas,6.0,998
tt0076448,tvMovie,"Nestor, the Long-Eared Christmas Donkey","Nestor, the Long-Eared Christmas Donkey",0,1977,24,"Animation,Drama,Family",nestor the longeared christmas donkey,6.9,2434
tt0076783,tvMovie,Sunshine Christmas,Sunshine Christmas,0,1977,120,Drama,sunshine christmas,7.8,94
tt0077281,movie,Blue Christmas,Burû Kurisumasu,0,1978,133,Sci-Fi,blue christmas,6.2,124
tt0077333,tvMovie,A Christmas to Remember,A Christmas to Remember,0,1978,100,"Drama,Family",a christmas to remember,6.5,172
tt0077465,movie,Where Are You Going on Holiday?,Dove vai in vacanza?,0,1978,127,Comedy,where are you going on holiday,6.3,565
tt0077710,movie,Holiday Hotel,L'Hôtel de la plage,0,1978,110,Comedy,holiday hotel,6.0,352
tt0078132,movie,The Night Before Christmas,Questo si che è amore,0,1978,100,"Drama,Horror",the night before christmas,6.2,72
tt0078764,tvMovie,An American Christmas Carol,An American Christmas Carol,0,1979,98,"Drama,Fantasy",an american christmas carol,6.8,1692
tt0078968,tvMovie,Christmas Lilies of the Field,Christmas Lilies of the Field,0,1979,120,Drama,christmas lilies of the field,6.5,111
tt0079828,tvMovie,Rudolph and Frosty's Christmas in July,Rudolph and Frosty's Christmas in July,0,1979,97,"Adventure,Animation,Comedy",rudolph and frostys christmas in july,6.3,2627
tt0080531,movie,Christmas Mountain,Christmas Mountain,0,1981,90,"Adventure,Drama,Family",christmas mountain,6.4,155
tt0080532,tvMovie,A Christmas Without Snow,A Christmas Without Snow,0,1980,120,"Drama,Music",a christmas without snow,5.7,406
tt0080822,movie,Crazy Swedish Holidays in Paris,Gräsänkor på skandalsemester,0,1980,94,Comedy,crazy swedish holidays in paris,4.7,31
tt0081190,tvMovie,Mr. Krueger's Christmas,Mr. Krueger's Christmas,0,1980,26,"Drama,Family,Fantasy",mr kruegers christmas,7.9,1144
tt0081340,tvMovie,Pinocchio's Christmas,Pinocchio's Christmas,0,1980,49,"Animation,Comedy,Family",pinocchios christmas,6.3,795
tt0081793,movie,Christmas Evil,You Better Watch Out,0,1980,100,"Horror,Thriller",christmas evil,5.5,8478
tt0085231,tvMovie,The Best Christmas Pageant Ever,The Best Christmas Pageant Ever,0,1983,48,"Comedy,Family",the best christmas pageant ever,7.2,812
tt0085282,movie,Bush Christmas,Bush Christmas,0,1983,91,"Drama,Family",bush christmas,5.2,399
tt0085334,movie,A Christmas Story,A Christmas Story,0,1983,93,"Comedy,Family",a christmas story,7.9,167750
tt0085593,tvMovie,The Gift of Love: A Christmas Story,The Gift of Love: A Christmas Story,0,1983,96,Drama,the gift of love a christmas story,6.7,373
tt0085933,movie,Merry Christmas Mr. Lawrence,"Merry Christmas, Mr. Lawrence",0,1983,123,"Drama,War",merry christmas mr lawrence,7.2,19705
tt0087056,tvMovie,A Christmas Carol,A Christmas Carol,0,1984,100,"Drama,Family,Fantasy",a christmas carol,7.8,18202
tt0087548,tvMovie,Kenny & Dolly: A Christmas to Remember,Kenny & Dolly: A Christmas to Remember,0,1984,60,Music,kenny  dolly a christmas to remember,8.2,149
tt0087797,tvMovie,The Night They Saved Christmas,The Night They Saved Christmas,0,1984,92,"Drama,Family,Fantasy",the night they saved christmas,6.5,1696
tt0088106,movie,Merry Christmas,Sing dan fai lok,0,1984,96,"Comedy,Romance",merry christmas,6.5,175
tt0089038,movie,Don't Open Till Christmas,Dont Open Till Christmas,0,1984,86,"Horror,Mystery",dont open till christmas,4.7,2992
tt0089285,movie,Holidays in Amsterdam,Wakacje w Amsterdamie,0,1986,87,Drama,holidays in amsterdam,5.2,12
tt0089731,movie,One Magic Christmas,One Magic Christmas,0,1985,89,"Family,Fantasy",one magic christmas,6.4,4420
tt0090838,tvMovie,Christmas Eve,Christmas Eve,0,1986,93,Drama,christmas eve,7.3,452
tt0090839,tvMovie,The Christmas Gift,The Christmas Gift,0,1986,120,Drama,the christmas gift,6.5,786
tt0090840,movie,The Christmas Star,The Christmas Star,0,1986,94,"Drama,Family",the christmas star,6.1,833
tt0091975,tvMovie,A Smoky Mountain Christmas,A Smoky Mountain Christmas,0,1986,94,"Fantasy,Music",a smoky mountain christmas,6.9,1328
tt0092167,movie,Merry Christmas Octopus,Veselé vánoce prejí chobotnice,0,1987,92,"Comedy,Family,Sci-Fi",merry christmas octopus,6.8,196
tt0092756,tvMovie,Christmas Comes to Willow Creek,Christmas Comes to Willow Creek,0,1987,93,"Drama,Family,Fantasy",christmas comes to willow creek,6.4,649
tt0093198,tvMovie,A Hobo's Christmas,A Hobo's Christmas,0,1987,100,Drama,a hobos christmas,6.4,443
tt0093877,tvMovie,Roman Holiday,Roman Holiday,0,1987,100,"Comedy,Drama,Romance",roman holiday,5.0,158
tt0094754,tvMovie,Blackadder's Christmas Carol,Blackadder's Christmas Carol,0,1988,43,"Comedy,History",blackadders christmas carol,7.9,13842
tt0094873,tvMovie,The Christmas Wife,The Christmas Wife,0,1988,73,Drama,the christmas wife,6.2,416
tt0095107,movie,Ernest Saves Christmas,Ernest Saves Christmas,0,1988,95,"Comedy,Family,Fantasy",ernest saves christmas,5.7,12773
tt0095347,tvMovie,I'll Be Home for Christmas,I'll Be Home for Christmas,0,1988,96,Drama,ill be home for christmas,6.5,303
tt0095416,tvMovie,Julie Andrews: The Sound of Christmas,Julie Andrews: The Sound of Christmas,0,1987,48,"Family,Music",julie andrews the sound of christmas,8.9,131
tt0095589,tvMovie,"Marcus Welby, M.D.: A Holiday Affair","Marcus Welby, M.D.: A Holiday Affair",0,1988,100,Drama,marcus welby md a holiday affair,6.0,49
tt0096376,tvMovie,A Very Brady Christmas,A Very Brady Christmas,0,1988,100,"Comedy,Drama,Family",a very brady christmas,5.9,2204
tt0097126,movie,Cripples Go Christmas,Das Mädchen mit den Feuerzeugen,0,1987,100,Drama,cripples go christmas,6.6,14
tt0097157,tvMovie,Dark Holiday,Dark Holiday,0,1989,100,"Drama,Thriller",dark holiday,5.4,183
tt0097601,tvMovie,It Nearly Wasn't Christmas,It Nearly Wasn't Christmas,0,1989,100,"Adventure,Comedy",it nearly wasnt christmas,5.8,252
tt0097958,movie,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,0,1989,97,Comedy,national lampoons christmas vacation,7.5,218439
tt0099263,tvMovie,The Christmas Toy,The Christmas Toy,0,1986,50,"Family,Fantasy,Musical",the christmas toy,7.8,1448
tt0099711,tvMovie,Guess Who's Coming for Christmas?,Guess Who's Coming for Christmas?,0,1990,95,"Comedy,Fantasy,Sci-Fi",guess whos coming for christmas,5.1,105
tt0099780,movie,Holidays on the River Yarra,Holidays on the River Yarra,0,1991,88,Drama,holidays on the river yarra,6.0,56
tt0099787,tvMovie,Home for Christmas,Home for Christmas,0,1990,95,"Drama,Family",home for christmas,5.6,232
tt0099930,tvMovie,The Kid Who Loved Christmas,The Kid Who Loved Christmas,0,1990,118,Drama,the kid who loved christmas,6.3,309
tt0100173,tvMovie,A Mom for Christmas,A Mom for Christmas,0,1990,96,"Comedy,Family,Fantasy",a mom for christmas,6.5,1231
tt0101301,movie,All I Want for Christmas,All I Want for Christmas,0,1991,92,"Comedy,Family,Romance",all i want for christmas,5.9,5557
tt0101348,movie,The Comic Book Christmas Caper,Angel Square,0,1990,104,"Adventure,Crime,Family",the comic book christmas caper,6.7,60
tt0101580,tvMovie,Christmas on Division Street,Christmas on Division Street,0,1991,120,"Drama,Romance",christmas on division street,6.8,587
tt0102285,movie,Lena's Holiday,Lena's Holiday,0,1991,100,"Comedy,Romance,Thriller",lenas holiday,5.4,316
tt0102821,movie,Russian Holiday,Russian Holiday,0,1993,89,"Crime,Drama,Thriller",russian holiday,3.5,268
tt0103960,tvMovie,The Christmas Stallion,The Christmas Stallion,0,1992,95,Drama,the christmas stallion,5.7,121
tt0103961,tvMovie,Christmas in Connecticut,Christmas in Connecticut,0,1992,93,"Comedy,Romance",christmas in connecticut,4.8,1590
tt0104940,movie,The Muppet Christmas Carol,The Muppet Christmas Carol,0,1992,85,"Comedy,Drama,Family",the muppet christmas carol,7.8,70025
tt0105694,movie,Unforgetful Holiday,III Chat yat ching,0,1992,94,"Comedy,Drama",unforgetful holiday,5.3,24
tt0107688,movie,The Nightmare Before Christmas,The Nightmare Before Christmas,0,1993,76,"Animation,Family,Fantasy",the nightmare before christmas,7.9,371121
tt0109425,tvMovie,A Christmas Romance,A Christmas Romance,0,1994,94,"Comedy,Drama,Family",a christmas romance,6.1,889
tt0110732,tvMovie,One Christmas,One Christmas,0,1994,90,"Drama,Family",one christmas,5.9,766
tt0112509,movie,Billy's Holiday,Billy's Holiday,0,1995,92,Musical,billys holiday,5.1,164
tt0112667,tvMovie,The Christmas Box,The Christmas Box,0,1995,100,"Drama,Fantasy",the christmas box,7.0,1297
tt0112668,video,A Christmas Carol,A Christmas Carol,0,1997,72,"Adventure,Animation,Drama",a christmas carol,5.9,918
tt0113321,movie,Home for the Holidays,Home for the Holidays,0,1995,103,"Comedy,Drama,Romance",home for the holidays,6.6,14451
tt0115891,tvMovie,Christmas Every Day,Christmas Every Day,0,1996,95,"Comedy,Fantasy",christmas every day,6.2,1140
tt0115892,tvMovie,The Christmas Tree,The Christmas Tree,0,1996,93,"Drama,Family",the christmas tree,6.9,444
tt0115893,video,Christmas in Oz,Christmas in Oz,0,1996,40,"Animation,Fantasy,Short",christmas in oz,7.7,37
tt0116092,movie,The Devil Takes a Holiday,The Devil Takes a Holiday,0,1996,102,"Comedy,Fantasy",the devil takes a holiday,6.1,34
tt0116189,video,Sesame Street: Elmo Saves Christmas,Elmo Saves Christmas,0,1996,60,Family,sesame street elmo saves christmas,6.5,432
tt0116321,video,The Flintstones Christmas in Bedrock,The Flintstones Christmas in Bedrock,0,1996,30,"Animation,Short",the flintstones christmas in bedrock,6.9,201
tt0116544,tvMovie,Holiday Affair,Holiday Affair,0,1996,87,"Comedy,Romance",holiday affair,6.3,422
tt0116717,movie,The Christmas Party,Joulubileet,0,1996,84,Comedy,the christmas party,7.0,460
tt0116984,video,Mannheim Steamroller: Christmas Live,Mannheim Steamroller: Christmas Live,0,1997,55,"Documentary,Music",mannheim steamroller christmas live,6.9,58
tt0117109,tvMovie,The Munsters' Scary Little Christmas,The Munsters' Scary Little Christmas,0,1996,91,"Comedy,Family,Horror",the munsters scary little christmas,4.9,711
tt0118201,movie,Will It Snow for Christmas?,Y'aura t'il de la neige à Noël?,0,1996,90,Drama,will it snow for christmas,7.0,884
tt0118692,video,Beauty and the Beast: The Enchanted Christmas,Beauty and the Beast: The Enchanted Christmas,0,1997,72,"Animation,Family,Fantasy",beauty and the beast the enchanted christmas,5.9,11907
tt0120489,movie,Christmas Fever,Weihnachtsfieber,0,1997,90,"Comedy,Romance",christmas fever,6.5,65
tt0122019,video,Christmas in Cartoontown,Christmas in Cartoontown,0,1996,46,"Adventure,Animation,Family",christmas in cartoontown,6.8,67
tt0122244,tvMovie,Scrooge's Rock 'N' Roll Christmas,Scrooge's Rock 'N' Roll Christmas,0,1984,44,Musical,scrooges rock n roll christmas,4.6,54
tt0122260,tvMovie,Skyward Christmas,Skyward Christmas,0,1981,60,Drama,skyward christmas,6.8,19
tt0122272,tvMovie,Stubby Pringle's Christmas,Stubby Pringle's Christmas,0,1978,55,"Drama,Family",stubby pringles christmas,7.4,122
tt0122494,movie,How the Toys Saved Christmas,La Freccia Azzurra,0,1996,93,"Adventure,Animation,Family",how the toys saved christmas,6.5,598
tt0123179,tvMovie,Mister Magoo's Christmas Carol,Mister Magoo's Christmas Carol,0,1962,53,"Animation,Comedy,Drama",mister magoos christmas carol,7.6,3239
tt0124013,tvMovie,Mr. Willowby's Christmas Tree,Mr. Willowby's Christmas Tree,0,1995,30,"Comedy,Family,Musical",mr willowbys christmas tree,6.1,286
tt0125465,movie,Last Holiday,Posledniye kanikuly,0,1996,65,Drama,last holiday,7.5,26
tt0125945,movie,Holiday Hookers,Natale in casa d'appuntamento,0,1976,97,Comedy,holiday hookers,5.4,98
tt0126946,tvMovie,Holiday in Your Heart,Holiday in Your Heart,0,1997,96,"Drama,Music",holiday in your heart,5.6,320
tt0128083,movie,The Boy Who Saved Christmas,The Boy Who Saved Christmas,0,1998,94,"Comedy,Family,Fantasy",the boy who saved christmas,3.1,200
tt0128995,tvMovie,The Christmas Raccoons,The Christmas Raccoons,0,1980,30,"Animation,Family",the christmas raccoons,6.9,163
tt0129145,movie,Holiday's with Pay,Holiday's with Pay,0,1948,115,Comedy,holidays with pay,5.5,41
tt0129359,tvMovie,On the 2nd Day of Christmas,On the 2nd Day of Christmas,0,1997,96,"Comedy,Drama,Family",on the 2nd day of christmas,6.1,901
tt0129827,tvMovie,A Christmas Reunion,A Christmas Reunion,0,1994,132,Drama,a christmas reunion,5.9,89
tt0135187,tvMovie,A Christmas Memory,A Christmas Memory,0,1997,96,"Drama,Family",a christmas memory,7.0,820
tt0135412,movie,Apollo Goes on Holiday,Epiheirisis Apollon,0,1968,88,"Comedy,Musical,Romance",apollo goes on holiday,6.0,227
tt0135467,tvMovie,I'll Be Home for Christmas,I'll Be Home for Christmas,0,1997,94,"Drama,Romance",ill be home for christmas,6.3,332
tt0135636,tvMovie,Christopher's Christmas Mission,Sagan om Karl-Bertil Jonssons julafton,0,1975,23,"Animation,Family",christophers christmas mission,8.0,2833
tt0136399,tvMovie,"Merry Christmas, George Bailey","Merry Christmas, George Bailey",0,1997,60,Fantasy,merry christmas george bailey,6.9,153
tt0136444,tvMovie,The Christmas Orange,L'orange de Noël,0,1996,119,"Comedy,Drama",the christmas orange,7.1,42
tt0136755,tvMovie,The Christmas List,The Christmas List,0,1997,96,"Comedy,Fantasy,Romance",the christmas list,6.7,1471
tt0137000,tvMovie,A Holiday for Love,Christmas in My Hometown,0,1996,105,"Drama,Family,Romance",a holiday for love,6.4,747
tt0137044,movie,Home for Christmas,Jouluksi kotiin,0,1975,89,Drama,home for christmas,6.5,103
tt0137098,movie,Bloody Christmas,Matomena Hristougenna,0,1951,95,"Drama,War",bloody christmas,6.7,63
tt0139393,tvMovie,Johann's Gift to Christmas,Johann's Gift to Christmas,0,1991,23,Animation,johanns gift to christmas,6.2,26
tt0140605,tvMovie,The Teddy Bears' Christmas,The Teddy Bears' Christmas,0,1992,30,"Animation,Family",the teddy bears christmas,8.1,145
tt0140825,movie,Christmas in August,Palwolui Keuriseumaseu,0,1998,97,"Drama,Romance",christmas in august,7.6,3870
tt0144827,tvMovie,John Grin's Christmas,Christmas,0,1986,50,Family,john grins christmas,8.9,38
tt0144828,tvMovie,Christmas in America,Christmas in America,0,1990,,,christmas in america,4.2,27
tt0155110,video,Richie Rich's Christmas Wish,Richie Rich's Christmas Wish,0,1998,84,"Comedy,Family",richie richs christmas wish,4.0,2530
tt0155570,tvMovie,Bugs Bunny's Holiday Diet,Bugs Bunny's Thanksgiving Diet,0,1979,30,"Animation,Comedy,Family",bugs bunnys holiday diet,6.4,118
tt0155753,movie,I'll Be Home for Christmas,I'll Be Home for Christmas,0,1998,86,"Comedy,Family",ill be home for christmas,5.5,11840
tt0156400,tvMovie,The Christmas Wish,The Christmas Wish,0,1998,93,Drama,the christmas wish,6.8,777
tt0158515,tvMovie,Nilus the Sandman: The Boy Who Dreamed Christmas,Nilus the Sandman: The Boy Who Dreamed Christmas,0,1991,30,"Animation,Family",nilus the sandman the boy who dreamed christmas,6.8,42
tt0158530,movie,Merry Christmas... Happy New Year,Buon Natale... Buon anno,0,1989,100,"Comedy,Drama,Romance",merry christmas happy new year,6.2,130
tt0164648,tvMovie,A Holiday to Remember,A Holiday to Remember,0,1995,90,"Drama,Romance",a holiday to remember,6.1,691
tt0164654,movie,Hot Pants Holiday,Hot Pants Holiday,0,1971,84,"Drama,Romance",hot pants holiday,3.5,15
tt0166960,video,An All Dogs Christmas Carol,An All Dogs Christmas Carol,0,1998,73,"Adventure,Animation,Comedy",an all dogs christmas carol,4.9,1570
tt0167248,movie,Lassie: A Christmas Tail,Lassie: A Christmas Tail,0,1963,,"Drama,Family",lassie a christmas tail,5.9,29
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,104,"Comedy,Family,Fantasy",how the grinch stole christmas,6.3,288055
tt0170547,movie,Santa's Christmas Circus,Santa's Christmas Circus,0,1966,60,"Family,Fantasy",santas christmas circus,2.0,198
tt0172238,tvMovie,A Child's Christmas in Wales,A Child's Christmas in Wales,0,1987,55,"Drama,Family",a childs christmas in wales,7.7,653
tt0173731,tvMovie,Christmas at Home,Christmas at Home,0,1990,60,Documentary,christmas at home,8.5,36
tt0174550,tvMovie,A Christmas for Boomer,A Christmas for Boomer,0,1979,48,"Adventure,Drama,Family",a christmas for boomer,7.7,20
tt0176292,tvMovie,Christmas Wafer,Vianocné oblátky,0,1977,64,Family,christmas wafer,7.3,32
tt0176987,tvMovie,A Merry Mirthworm Christmas,A Merry Mirthworm Christmas,0,1984,24,"Animation,Family",a merry mirthworm christmas,6.9,61
