tconst,title_type,primary_title,original_title,is_adult,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt1599293,video,Fred Hammond's Christmas... Who Needs It,Fred Hammond's Christmas... Who Needs It,0,2007,136,"Comedy,Drama,Family",fred hammonds christmas who needs it,5.9,23
tt1601195,movie,Home by Christmas,Home by Christmas,0,2010,95,"Biography,Romance,War",home by christmas,7.1,87
tt16047114,tvMovie,A Godwink Christmas: Miracle of Love,A Godwink Christmas: Miracle of Love,0,2021,84,"Comedy,Drama,Romance",a godwink christmas miracle of love,6.1,921
tt16047292,tvMovie,Christmas for Keeps,Christmas for Keeps,0,2021,84,"Comedy,Romance",christmas for keeps,5.2,615
tt16047670,tvMovie,Time for Them to Come Home for Christmas,Time for Them to Come Home for Christmas,0,2021,84,"Comedy,Drama,Romance",time for them to come home for christmas,7.2,1772
tt16048864,movie,A Christmas Carol,A Christmas Carol,0,2021,50,Thriller,a christmas carol,4.0,14
tt16057434,tvMovie,A Christmas Witness,A Christmas Witness,0,2021,84,Romance,a christmas witness,5.4,259
tt1606191,movie,A Christmas Snow,A Christmas Snow,0,2009,110,"Comedy,Drama,Family",a christmas snow,6.0,888
tt1608159,video,Jim and Them Holiday Specials,Jim and Them Holiday Specials,0,2010,150,Comedy,jim and them holiday specials,7.9,15
tt16103310,tvMovie,The Christmas Thief,The Christmas Thief,0,2021,84,"Family,Romance",the christmas thief,5.7,209
tt16117078,movie,Days of Our Lives: A Very Salem Christmas,Days of Our Lives: A Very Salem Christmas,0,2021,78,Drama,days of our lives a very salem christmas,6.1,152
tt16148580,movie,Christmas Trees 8,Yolki 8,0,2021,94,"Comedy,Drama,Family",christmas trees 8,3.1,371
tt16150870,tvMovie,A Lot Like Christmas,A Lot Like Christmas,0,2021,86,"Comedy,Drama,Romance",a lot like christmas,6.3,939
tt16150878,tvMovie,A Christmas Star,A Christmas Star,0,2021,84,Romance,a christmas star,6.5,971
tt16162574,movie,A Christmas Invitation,A Christmas Invitation,0,2022,,Drama,a christmas invitation,6.1,15
tt1617154,movie,On Holiday,On Holiday,0,2010,85,Comedy,on holiday,7.5,62
tt16180532,movie,Letters at Christmas,Letters at Christmas,0,2022,,"Drama,Fantasy,Romance",letters at christmas,7.0,16
tt1618891,video,OVW: Christmas Chaos,OVW: Christmas Chaos,0,2001,,Sport,ovw christmas chaos,6.2,17
tt1623143,tvMovie,Christmas Spirits,Christmas Spirits,0,1981,45,Horror,christmas spirits,6.5,43
tt16240828,video,"Celebrate Christmas with Mickey, Donald & Friends","Celebrate Christmas with Mickey, Donald & Friends",0,2000,,"Animation,Family",celebrate christmas with mickey donald  friends,7.5,11
tt1626240,movie,Summertime Christmas,Summertime Christmas,0,2010,111,"Comedy,Family",summertime christmas,3.1,117
tt16274720,movie,Save Christmas,Save Christmas,0,2022,90,"Comedy,Family,Fantasy",save christmas,8.6,260
tt16275882,tvMovie,A Christmas Miracle for Daisy,A Christmas Miracle for Daisy,0,2021,85,Romance,a christmas miracle for daisy,5.9,2797
tt16280514,tvMovie,Christmas Is You,Christmas Is You,0,2021,84,"Family,Romance",christmas is you,5.8,429
tt16282114,tvMovie,Eight Gifts of Hanukkah,Eight Gifts of Hanukkah,0,2021,84,"Drama,Romance",eight gifts of hanukkah,6.9,1145
tt16365840,tvMovie,The Christmas House 2: Deck Those Halls,The Christmas House 2: Deck Those Halls,0,2021,84,"Comedy,Family,Romance",the christmas house 2 deck those halls,6.4,1182
tt16376618,tvMovie,A Very Boy Band Holiday,A Very Boy Band Holiday,0,2021,41,Music,a very boy band holiday,6.5,108
tt1640116,movie,Christmas with a Capital C,Christmas with a Capital C,0,2011,81,"Comedy,Drama,Family",christmas with a capital c,4.3,1121
tt1640714,movie,The Christmas Bunny,The Christmas Bunny,0,2010,98,"Drama,Family",the christmas bunny,6.0,864
tt16410192,tvMovie,Someday at Christmas,Someday at Christmas,0,2021,120,Romance,someday at christmas,6.9,53
tt16421260,tvMovie,Beauty and the Beast: A Comic Relief Pantomime for Christmas,Beauty and the Beast: A Comic Relief Pantomime for Christmas,0,2021,,Comedy,beauty and the beast a comic relief pantomime for christmas,6.5,39
tt16451308,movie,The Love of a King Christmas Movie Musical,The Love of a King Christmas Movie Musical,0,2021,66,Musical,the love of a king christmas movie musical,7.6,14
tt1649752,video,Elmo's World: Happy Holidays!,Elmo's World: Happy Holidays!,0,2002,60,Family,elmos world happy holidays,6.7,44
tt1651084,movie,Holiday,Holiday,0,2010,90,"Comedy,Crime,Mystery",holiday,5.7,210
tt1651146,tvMovie,The Christmas Tree,The Christmas Tree,0,1991,43,"Animation,Drama,Family",the christmas tree,1.4,877
tt1656695,movie,Nixon and Hogan Smoke Christmas,Nixon and Hogan Smoke Christmas,0,2010,71,"Comedy,Horror",nixon and hogan smoke christmas,3.9,37
tt1663628,movie,Christmas Mail,Christmas Mail,0,2010,89,"Comedy,Drama,Family",christmas mail,5.3,1930
tt1663950,video,The Untold Christmas Story,The Untold Christmas Story,0,2008,78,Documentary,the untold christmas story,8.1,11
tt1678037,movie,A Holiday Heist,A Holiday Heist,0,2011,90,"Comedy,Family,Romance",a holiday heist,3.8,365
tt1681372,movie,Caesar and Otto's Deadly Xmas,Caesar and Otto's Deadly Xmas,0,2012,83,"Comedy,Horror",caesar and ottos deadly xmas,3.6,204
tt1691012,tvMovie,The Dog Who Saved Christmas Vacation,The Dog Who Saved Christmas Vacation,0,2010,89,"Comedy,Family",the dog who saved christmas vacation,3.7,474
tt1692235,movie,A Cadaver Christmas,A Cadaver Christmas,0,2011,85,"Comedy,Horror",a cadaver christmas,4.6,848
tt16985078,movie,No Good Deed: A Crowdfunding Holiday Heist,No Good Deed: A Crowdfunding Holiday Heist,0,2021,53,"Crime,Documentary,Drama",no good deed a crowdfunding holiday heist,7.8,47
tt16985198,movie,The Christmas Spirit,The Christmas Spirit,0,2022,89,Family,the christmas spirit,6.5,21
tt1699511,movie,Haunted Holiday,Zimmer Feri 2.,0,2010,100,Comedy,haunted holiday,3.4,663
tt1699746,tvMovie,Christmas Cupid,Christmas Cupid,0,2010,85,"Comedy,Fantasy,Romance",christmas cupid,5.4,4080
tt17013954,tvMovie,LEGO Friends: Holiday Special,LEGO Friends: Holiday Special,0,2021,21,Animation,lego friends holiday special,5.8,32
tt17057126,movie,Christmas at the Holly Hotel,Christmas at the Holly Hotel,0,2022,85,"Comedy,Drama,Romance",christmas at the holly hotel,3.8,348
tt17058290,tvMovie,Christmas with the Sex Pistols,Christmas with the Sex Pistols,0,2013,60,"Documentary,Music",christmas with the sex pistols,7.1,11
tt1708658,tvMovie,November Christmas,November Christmas,0,2010,96,Drama,november christmas,7.5,2087
tt1711525,movie,Office Christmas Party,Office Christmas Party,0,2016,105,Comedy,office christmas party,5.9,87551
tt1717155,tvMovie,Holly and Hal Moose: Our Uplifting Christmas Adventure,Holly and Hal Moose: Our Uplifting Christmas Adventure,0,2008,50,Family,holly and hal moose our uplifting christmas adventure,6.8,19
tt1720276,tvMovie,The Town Christmas Forgot,The Town Christmas Forgot,0,2010,84,"Comedy,Family",the town christmas forgot,5.7,881
tt17220704,movie,A Christmas Story Christmas,A Christmas Story Christmas,0,2022,98,"Comedy,Family",a christmas story christmas,6.7,18378
tt1722515,movie,Home for Christmas,Hjem til jul,0,2010,90,"Comedy,Drama",home for christmas,6.1,1159
tt1730762,tvMovie,On Strike for Christmas,On Strike for Christmas,0,2010,87,"Comedy,Drama",on strike for christmas,5.3,968
tt1733111,tvMovie,Cancel Christmas,Cancel Christmas,0,2010,87,"Comedy,Family,Fantasy",cancel christmas,5.4,627
tt17371496,tvMovie,Meeting Mr. Christmas,Meeting Mr. Christmas,0,2022,90,Romance,meeting mr christmas,5.9,338
tt1738298,movie,Christmas in South Africa,Natale in Sudafrica,0,2010,105,Comedy,christmas in south africa,3.3,826
tt17492000,movie,Merry Ex-Mas,Merry Ex-Mas,0,2022,,"Comedy,Romance",merry exmas,5.9,232
tt17500912,movie,A Wesley Christmas,A Wesley Christmas,0,2022,98,Drama,a wesley christmas,6.1,200
tt17542540,movie,Christmas with the Campbells,Christmas with the Campbells,0,2022,88,"Comedy,Romance",christmas with the campbells,5.4,1949
tt1754658,movie,The Magic of Christmas II,The Magic of Christmas II,0,2010,74,Family,the magic of christmas ii,7.7,12
tt1754946,movie,Holidays by the Sea,Ni à vendre ni à louer,0,2011,77,Comedy,holidays by the sea,5.6,417
tt1756835,movie,The Wizard's Christmas,The Wizard's Christmas,0,2014,90,"Animation,Family,Fantasy",the wizards christmas,5.2,43
tt1764607,video,Spot's Magical Christmas,Spot's Magical Christmas,0,1995,30,"Animation,Family,Short",spots magical christmas,7.6,59
tt1765664,movie,A Christmas Miracle,A Christmas Miracle,0,2009,,Comedy,a christmas miracle,7.1,12
tt17663776,tvMovie,A Royal Christmas Match,A Royal Christmas Match,0,2022,85,"Comedy,Romance",a royal christmas match,5.4,336
tt1783367,video,Santa Preys for X-mas,Santa Preys for X-mas,0,2010,3,"Action,Comedy,Horror",santa preys for xmas,8.5,22
tt1785287,tvMovie,An Old Fashioned Christmas,An Old Fashioned Christmas,0,2010,88,Drama,an old fashioned christmas,5.9,475
tt1789982,video,We Wish You a Turtle Christmas,We Wish You a Turtle Christmas,0,1994,25,"Comedy,Musical,Short",we wish you a turtle christmas,2.2,456
tt1790621,tvMovie,A Kiss for Christmas,A Christmas Kiss,0,2011,96,"Comedy,Romance",a kiss for christmas,6.1,5004
tt1795004,movie,The Last Holiday,The Last Holiday,0,2009,50,Crime,the last holiday,7.1,45
tt1798141,video,Disney's Christmas Favorites,Disney's Christmas Favorites,0,2008,58,Animation,disneys christmas favorites,5.9,115
tt1806954,movie,Lost Christmas,Lost Christmas,0,2011,89,"Drama,Family",lost christmas,7.0,1520
tt1807047,tvMovie,The Night Before Christmas Carol,The Night Before Christmas Carol,0,2010,57,,the night before christmas carol,5.8,23
tt18077672,tvMovie,Jolly Good Christmas,Jolly Good Christmas,0,2022,84,"Comedy,Romance",jolly good christmas,6.6,1485
tt1807892,tvMovie,Holiday Engagement,Holiday Engagement,0,2011,97,"Comedy,Romance",holiday engagement,6.0,4185
tt1811319,video,My Dog's Christmas Miracle,My Dog's Christmas Miracle,0,2011,91,"Comedy,Drama,Family",my dogs christmas miracle,4.6,300
tt1813195,tvMovie,Bob Hope's Cross-Country Christmas,Bob Hope's Cross-Country Christmas,0,1991,60,Music,bob hopes crosscountry christmas,8.2,15
tt1813773,tvMovie,At Home for Christmas,À la maison pour Noël,0,2011,84,"Comedy,Drama",at home for christmas,5.8,114
tt18178194,tvMovie,A Tiny Home Christmas,A Tiny Home Christmas,0,2022,90,"Drama,Romance",a tiny home christmas,5.3,278
tt18239364,movie,The Christmas Challenge,The Christmas Challenge,0,2022,86,"Comedy,Romance",the christmas challenge,4.8,49
tt1825712,tvMovie,Christmas Spirit,Christmas Spirit,0,2011,88,"Drama,Family,Fantasy",christmas spirit,3.8,155
tt18260368,movie,A Christmas Gift,A Christmas Gift,0,2022,90,Family,a christmas gift,5.9,48
tt18263854,movie,The Christmas Games,Navidad en Vivo,0,2022,,Comedy,the christmas games,6.7,31
tt18278400,tvMovie,Cloudy with a Chance of Christmas,Cloudy with a Chance of Christmas,0,2022,90,"Comedy,Romance",cloudy with a chance of christmas,5.5,387
tt1828976,tvMovie,"Good Luck Charlie, It's Christmas!","Good Luck Charlie, It's Christmas!",0,2011,90,"Comedy,Drama,Family",good luck charlie its christmas,6.3,7142
tt1829005,tvMovie,Maxine's Christmas Carol,Maxine's Christmas Carol,0,2000,30,Animation,maxines christmas carol,5.7,33
tt18315972,tvMovie,A Merry Single Christmas,A Merry Single Christmas,0,2022,88,Romance,a merry single christmas,5.1,262
tt1834319,movie,The Christmas Tango,To tango ton Hristougennon,0,2011,102,"Drama,Romance",the christmas tango,7.1,3728
tt18350906,tvMovie,A Country Christmas Harmony,A Country Christmas Harmony,0,2022,87,"Drama,Music,Romance",a country christmas harmony,5.2,372
tt18350946,tvMovie,Steppin' Into the Holiday,Steppin' Into the Holiday,0,2022,87,"Comedy,Romance",steppin into the holiday,6.5,748
tt18350998,movie,Cupid's Christmas,Cupid's Christmas,0,2022,84,"Comedy,Family,Romance",cupids christmas,5.1,80
tt1835916,tvMovie,CBeebies Christmas Panto 2010: Aladdin,CBeebies Christmas Panto 2010: Aladdin,0,2010,,Family,cbeebies christmas panto 2010 aladdin,7.1,13
tt18361702,tvMovie,A Holiday Spectacular,A Holiday Spectacular,0,2022,85,"Comedy,Drama,Romance",a holiday spectacular,7.2,1341
tt18396434,movie,A Home for the Holidays,A Home for the Holidays,0,2023,93,"Drama,Romance",a home for the holidays,5.9,63
tt1846442,tvMovie,12 Dates of Christmas,12 Dates of Christmas,0,2011,90,"Comedy,Family,Fantasy",12 dates of christmas,6.3,8260
tt1847615,movie,All I Want Is Christmas,Ira Finkelstein's Christmas,0,2012,100,"Comedy,Family",all i want is christmas,5.4,595
tt18546988,movie,Christmas in Wolf Creek,Christmas in Wolf Creek,0,2022,86,"Comedy,Drama,Romance",christmas in wolf creek,4.8,71
tt1855134,video,Beethoven's Christmas Adventure,Beethoven's Christmas Adventure,0,2011,90,"Comedy,Fantasy",beethovens christmas adventure,4.4,1698
tt1856053,movie,"Little Brother, Big Trouble: A Christmas Adventure",Niko 2 - lentäjäveljekset,0,2012,79,"Adventure,Animation,Comedy",little brother big trouble a christmas adventure,5.6,1322
tt18687904,movie,Holidays,Jours de fêtes,0,2022,87,Documentary,holidays,6.9,14
tt1874537,video,Christmas in January,Ichigatsu ni wa Christmas,0,1991,46,"Animation,Romance",christmas in january,5.3,16
tt18884832,tvMovie,Christmas Class Reunion,Christmas Class Reunion,0,2022,84,"Comedy,Drama,Fantasy",christmas class reunion,6.1,1041
tt18937582,movie,Catfish Christmas,Catfish Christmas,0,2022,,Romance,catfish christmas,6.8,23
tt18938222,movie,The Christmas Tapes,The Christmas Tapes,0,2022,100,"Comedy,Horror",the christmas tapes,5.2,133
tt18949684,movie,The Sound of Christmas,The Sound of Christmas,0,2022,95,"Drama,Musical,Romance",the sound of christmas,7.2,216
tt1895321,tvMovie,Christmas Lodge,Christmas Lodge,0,2011,86,"Comedy,Drama,Family",christmas lodge,6.0,2746
tt19037878,tvMovie,Sappy Holiday,Sappy Holiday,0,2022,91,"Comedy,Romance",sappy holiday,6.5,450
tt19083430,movie,A Holiday I Do,A Holiday I Do,0,2023,,"Comedy,Drama,Romance",a holiday i do,6.5,89
tt1918936,tvMovie,Mariah Carey: Merry Christmas to You,Mariah Carey: Merry Christmas to You,0,2010,60,Music,mariah carey merry christmas to you,5.0,62
tt19264600,tvMovie,Catering Christmas,Catering Christmas,0,2022,86,"Comedy,Romance",catering christmas,6.0,3595
tt1926540,tvMovie,Extreme Christmas Trees,Extreme Christmas Trees,0,2011,60,Documentary,extreme christmas trees,6.5,41
tt19394150,tvMovie,A Cozy Christmas Inn,A Cozy Christmas Inn,0,2022,84,"Comedy,Romance",a cozy christmas inn,6.0,1039
tt19408396,tvMovie,A Royal Christmas on Ice,A Royal Christmas on Ice,0,2022,85,"Comedy,Drama,Romance",a royal christmas on ice,5.2,498
tt1942787,tvMovie,3 Holiday Tails,3 Holiday Tails,0,2011,88,"Comedy,Family,Romance",3 holiday tails,5.6,839
tt1949552,movie,Holiday Road,Holiday Road,0,2012,,Comedy,holiday road,6.7,57
tt19499500,tvMovie,Fit for Christmas,Fit for Christmas,0,2022,88,"Comedy,Drama,Romance",fit for christmas,5.7,682
tt19499664,tvMovie,Must Love Christmas,Must Love Christmas,0,2022,87,"Comedy,Fantasy,Romance",must love christmas,6.5,590
tt19511660,movie,A True Christmas,A True Christmas,0,2022,86,"Drama,Fantasy",a true christmas,5.9,23
tt19514490,tvMovie,Christmas on Mistletoe Lake,Christmas on Mistletoe Lake,0,2022,87,"Comedy,Romance",christmas on mistletoe lake,5.5,384
tt1954334,movie,Christmas with the Dead,Christmas with the Dead,0,2012,88,Horror,christmas with the dead,6.1,91
tt1957867,movie,Christmas in Compton,Christmas in Compton,0,2012,93,Comedy,christmas in compton,4.6,321
tt19723342,movie,Delivery by Christmas,Jeszcze przed swietami,0,2022,97,"Comedy,Romance",delivery by christmas,5.5,934
tt1982735,movie,Killer Holiday,Killer Holiday,0,2013,89,"Horror,Thriller",killer holiday,3.1,680
tt1984279,video,The Swan Princess: Christmas,The Swan Princess: Christmas,0,2012,83,"Adventure,Animation,Comedy",the swan princess christmas,3.1,1355
tt19848022,video,The Nightmare Before Christmas: The Original Poem,The Nightmare Before Christmas: The Original Poem,0,2008,12,"Animation,Fantasy,Short",the nightmare before christmas the original poem,7.5,29
tt19867870,movie,A Miracle Before Christmas,A Miracle Before Christmas,0,2022,103,"Drama,Family,Fantasy",a miracle before christmas,5.5,158
tt19895682,tvMovie,My Favorite Christmas Tree,My Favorite Christmas Tree,0,2022,90,"Comedy,Romance",my favorite christmas tree,6.1,481
tt19898828,tvMovie,A Merry Christmas Wish,A Merry Christmas Wish,0,2022,86,"Comedy,Family,Romance",a merry christmas wish,5.8,1609
tt2006707,tvMovie,Christmas Comes Home to Canaan,Christmas Comes Home to Canaan,0,2011,85,"Drama,Romance",christmas comes home to canaan,5.6,502
tt2008491,tvMovie,Trading Christmas,Trading Christmas,0,2010,87,"Comedy,Romance",trading christmas,6.9,1883
tt20191820,movie,Colorado Christmas,Colorado Christmas,0,2023,94,"Drama,Family,Romance",colorado christmas,4.7,110
tt20193354,tvMovie,Ghosts of Christmas Always,Ghosts of Christmas Always,0,2022,84,"Fantasy,Romance",ghosts of christmas always,7.5,1798
tt20220954,tvMovie,Scentsational Christmas,A Candlelit Christmas,0,2022,87,"Drama,Family,Romance",scentsational christmas,5.6,315
tt2022482,movie,Nothing for Christmas,Nothing for Christmas,0,2011,94,"Drama,Family",nothing for christmas,7.9,32
tt2024354,tvMovie,A Christmas Wedding Tail,A Christmas Wedding Tail,0,2011,90,"Comedy,Drama,Family",a christmas wedding tail,4.3,722
tt20258516,tvMovie,We Need A Little Christmas,We Need a Little Christmas,0,2022,85,"Comedy,Drama,Family",we need a little christmas,6.6,706
tt2034761,movie,Journey to the Christmas Star,Reisen til julestjernen,0,2012,80,"Adventure,Family,Fantasy",journey to the christmas star,5.7,1731
tt2039366,tvMovie,Lucky Christmas,Lucky Christmas,0,2011,86,"Comedy,Drama,Family",lucky christmas,5.5,1304
tt2039389,tvMovie,The Case for Christmas,The Case for Christmas,0,2011,88,"Comedy,Drama,Family",the case for christmas,5.9,759
tt2039390,tvMovie,The Christmas Pageant,The Christmas Pageant,0,2011,87,"Comedy,Romance",the christmas pageant,5.5,603
tt2041534,video,A Madea Christmas,A Madea Christmas,0,2011,152,Comedy,a madea christmas,4.2,1094
tt2043993,tvMovie,No Sleep 'Til Christmas,No Sleep 'Til Christmas,0,2018,90,"Comedy,Romance",no sleep til christmas,6.5,3092
tt20445598,movie,Christmas on Repeat,Christmas on Repeat,0,2022,89,"Comedy,Drama,Romance",christmas on repeat,5.3,224
tt2048854,movie,Hercules Saves Christmas,Santa's Dog,0,2012,79,Family,hercules saves christmas,3.1,182
tt20561114,movie,Christmas on Mistletoe Farm,Christmas on Mistletoe Farm,0,2022,102,"Comedy,Family",christmas on mistletoe farm,4.5,1894
tt2072025,tvMovie,12 Wishes of Christmas,12 Wishes of Christmas,0,2011,87,"Comedy,Fantasy",12 wishes of christmas,5.4,856
tt2076815,video,Buck Denver Asks... Why Do We Call It Christmas?,Buck Denver Asks... Why Do We Call It Christmas?,0,2011,50,"Adventure,Comedy,Family",buck denver asks why do we call it christmas,9.0,30
tt20782936,movie,Christmas Holidate,Christmas Holidate,0,2023,84,"Comedy,Drama,Romance",christmas holidate,3.1,22
tt2078672,tvMovie,Love's Christmas Journey,Love's Christmas Journey,0,2011,172,"Drama,Family,Romance",loves christmas journey,6.4,819
tt2079513,tvMovie,hoops&yoyo Ruin Christmas,hoops&yoyo Ruin Christmas,0,2011,22,Animation,hoopsyoyo ruin christmas,6.0,118
tt2081367,movie,So This Is Christmas,So This Is Christmas,0,2013,115,"Comedy,Drama,Family",so this is christmas,4.1,802
tt2083355,movie,The Best Man Holiday,The Best Man Holiday,0,2013,123,"Comedy,Drama",the best man holiday,6.6,16755
tt20866718,tvMovie,The Christmas Checklist,The Christmas Checklist,0,2022,90,"Drama,Romance",the christmas checklist,6.8,86
tt2086905,movie,"Ryang-kang-do: Merry Christmas, North!",Ryang-kang-do a-i-deul,0,2011,95,"Comedy,Drama",ryangkangdo merry christmas north,6.0,105
tt20876910,tvMovie,We Wish You a Married Christmas,We Wish You a Married Christmas,0,2022,84,"Comedy,Romance",we wish you a married christmas,5.9,1153
tt20876930,tvMovie,"Planes, Trains, and Christmas Trees","Planes, Trains, and Christmas Trees",0,2022,87,"Comedy,Romance",planes trains and christmas trees,5.7,396
tt20892688,tvMovie,Inventing the Christmas Prince,Inventing the Christmas Prince,0,2022,84,"Comedy,Drama,Romance",inventing the christmas prince,6.6,729
tt2091240,video,Barbie: A Perfect Christmas,Barbie: A Perfect Christmas,0,2011,74,"Animation,Family,Musical",barbie a perfect christmas,5.4,1289
tt20917338,movie,Scrooge: A Christmas Carol,Scrooge: A Christmas Carol,0,2022,96,"Adventure,Animation,Comedy",scrooge a christmas carol,6.2,7522
tt2094052,movie,Mandie and the Forgotten Christmas,Mandie and the Forgotten Christmas,0,2011,107,"Drama,Family,Mystery",mandie and the forgotten christmas,5.0,403
tt2094146,tvMovie,The Heart of Christmas,The Heart of Christmas,0,2011,86,"Drama,Family",the heart of christmas,6.8,1236
tt2098799,movie,A Country Christmas,A Country Christmas,0,2013,91,Family,a country christmas,5.4,413
tt2100546,tvMovie,Ice Age: A Mammoth Christmas,Ice Age: A Mammoth Christmas,0,2011,26,"Adventure,Animation,Comedy",ice age a mammoth christmas,6.4,11163
tt2104836,video,A Christmas Carol,A Christmas Carol,0,2008,100,Musical,a christmas carol,4.8,23
tt21054736,movie,Teddy's Christmas,Teddybjørnens jul,0,2022,76,"Adventure,Family",teddys christmas,6.2,429
tt21058846,tvMovie,My Grown-Up Christmas List,My Grown-Up Christmas List,0,2022,85,"Comedy,Romance",my grownup christmas list,6.5,1253
tt21063466,tvMovie,A Royal Corgi Christmas,A Royal Corgi Christmas,0,2022,84,"Comedy,Family,Romance",a royal corgi christmas,5.8,815
tt21072238,tvMovie,A Christmas to Treasure,A Christmas to Treasure,0,2022,89,"Comedy,Romance",a christmas to treasure,4.9,550
tt2110388,movie,All American Christmas Carol,All American Christmas Carol,0,2013,88,"Comedy,Fantasy",all american christmas carol,4.5,627
tt2112127,tvMovie,Christmas Magic,Christmas Magic,0,2011,84,"Drama,Family,Fantasy",christmas magic,6.6,1607
tt21148452,tvMovie,Christmas Plus One,Christmas Plus One,0,2022,92,"Comedy,Romance",christmas plus one,6.2,496
tt21156616,tvMovie,Christmas Party Crashers,Christmas Party Crashers,0,2022,84,"Comedy,Drama,Romance",christmas party crashers,5.7,191
tt21194586,movie,How to Ruin the Holidays,How to Ruin the Holidays,0,2023,,"Comedy,Drama",how to ruin the holidays,7.0,51
tt2119555,movie,The Unusual Calling of Charlie Christmas,The Unusual Calling of Charlie Christmas,0,2012,108,"Action,Comedy,Drama",the unusual calling of charlie christmas,8.2,37
tt21220756,tvMovie,A Christmas Masquerade,A Christmas Masquerade,0,2022,88,"Comedy,Romance",a christmas masquerade,5.3,400
tt21308838,video,Aunty Donna: Always Room for Christmas Pud,Aunty Donna: Always Room for Christmas Pud,0,2018,4,"Comedy,Short",aunty donna always room for christmas pud,9.2,26
tt2131447,movie,A Christmas Carol,A Christmas Carol,0,1979,89,Musical,a christmas carol,3.2,25
tt2131450,tvMovie,A Night at the Movies: Merry Christmas!,A Night at the Movies: Merry Christmas!,0,2011,58,Documentary,a night at the movies merry christmas,7.2,159
tt21329252,tvMovie,Destined at Christmas,Destined at Christmas,0,2022,86,"Comedy,Family,Romance",destined at christmas,6.9,899
tt21334846,tvMovie,The Christmas Retreat,The Christmas Retreat,0,2022,88,"Comedy,Romance",the christmas retreat,6.1,640
tt2134036,tvMovie,A Very Pink Christmas,A Very Pink Christmas,0,2011,22,"Animation,Family",a very pink christmas,6.1,118
tt21365830,movie,Christmas Craft Fair Massacre,Christmas Craft Fair Massacre,0,2022,71,Horror,christmas craft fair massacre,2.7,36
tt21365892,movie,It's Christmas Again,It's Christmas Again,0,2022,88,"Drama,Musical,Romance",its christmas again,7.4,77
tt2136823,tvMovie,Christmas at River Cottage,Christmas at River Cottage,0,1999,24,Documentary,christmas at river cottage,8.8,20
tt2137011,video,Ice Age: A Mammoth Christmas Swingin' Jingle Bells Music Video,Ice Age: A Mammoth Christmas Swingin' Jingle Bells Music Video,0,2011,2,"Animation,Short",ice age a mammoth christmas swingin jingle bells music video,7.2,18
tt21373340,tvMovie,Christmas in Rockwell,Christmas in Rockwell,0,2022,83,"Comedy,Drama,Romance",christmas in rockwell,6.0,98
tt21373840,tvMovie,Faith Heist: A Christmas Caper,Faith Heist: A Christmas Caper,0,2022,,Comedy,faith heist a christmas caper,5.0,45
tt21373908,movie,Christmas in Big Sky Country,Christmas in Big Sky Country,0,2023,,Romance,christmas in big sky country,7.4,28
tt21374064,movie,Christmas Lucky Charm,Christmas Lucky Charm,0,2022,84,"Comedy,Romance",christmas lucky charm,5.5,191
tt21374548,tvMovie,Christmas on the Slopes,Christmas on the Slopes,0,2022,,Romance,christmas on the slopes,5.8,238
tt21375082,movie,Christmas in Maple Hills,Christmas in Maple Hills,0,2023,,Romance,christmas in maple hills,7.0,307
tt21390078,tvMovie,Rolling Into Christmas,Rolling Into Christmas,0,2022,,Romance,rolling into christmas,7.0,119
tt2140625,movie,The Last Family Holidays,Ultimas vacaciones en familia,0,2013,96,,the last family holidays,6.1,20
tt21411946,movie,Bringing Back Christmas,Bringing Back Christmas,0,2023,,Family,bringing back christmas,8.4,59
tt21430254,movie,Our Christmas Love Story,Our Christmas Love Story,0,2022,110,Comedy,our christmas love story,7.3,22
tt2145851,tvMovie,RiffTrax Live: Christmas Shorts-stravaganza!,RiffTrax Live: Christmas Shorts-stravaganza!,0,2009,95,Comedy,rifftrax live christmas shortsstravaganza,7.8,228
tt2145949,video,VeggieTales: The Toy That Saved Christmas,The Toy That Saved Christmas,0,1996,34,"Animation,Short",veggietales the toy that saved christmas,7.0,192
tt2148871,movie,Bloody Christmas,Bloody Christmas,0,2012,90,Horror,bloody christmas,4.7,38
tt2151272,movie,Every Day Is a Holiday,Every Day Is a Holiday,0,2012,,Documentary,every day is a holiday,8.4,16
tt2156911,movie,The Elf Who Stole Christmas,Olentzero eta Iratxoen Jauntxoa,0,2011,69,Animation,the elf who stole christmas,6.9,14
tt2156981,movie,Silent Night: The Story of the First Christmas,Silent Night: The Story of the First Christmas,0,2000,50,Animation,silent night the story of the first christmas,6.8,51
tt21603520,tvMovie,Time for Him to Come Home for Christmas,Time for Him to Come Home for Christmas,0,2022,84,"Drama,Romance",time for him to come home for christmas,7.5,1941
tt2160401,tvMovie,The Real Story of Christmas,The Real Story of Christmas,0,2010,,"Documentary,History",the real story of christmas,7.0,23
tt2160409,tvMovie,The Toys That Made Christmas,The Toys That Made Christmas,0,2011,90,Documentary,the toys that made christmas,7.1,28
tt21614582,movie,RiffTrax Presents: Beyond Christmas,RiffTrax Presents: Beyond Christmas,0,2017,,Comedy,rifftrax presents beyond christmas,6.0,17
tt21663620,movie,The Holiday Dating Guide,The Holiday Dating Guide,0,2022,90,"Comedy,Drama,Romance",the holiday dating guide,6.2,448
tt2170474,movie,Walter & Tandoori's Christmas,Le Noël de Walter et Tandoori,0,2011,85,"Animation,Comedy,Drama",walter  tandooris christmas,5.8,36
